user_id,attraction_id,visit_year,visit_month,rating,visit_mode_id,visit_date,user_age,user_gender,country_id,country_name,region_id,attraction_name,attraction_type_id,city_id,attraction_type_name,city_name,country_id_att,country_name_att,region_id_att,region_name,continent_id,continent_name,visit_mode_name,avg_user_rating,total_user_visits,freq_visit_mode,avg_attraction_rating,popularity_score,visit_mode_name_encoded,continent_name_encoded,country_name_encoded,attraction_type_name_encoded
24,2,2021,11,3.0,3,2021-11-01,74,F,3,USA,3,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Couples,3.8333333333333335,6,Family,3.671232876712329,73,1,1,2,1
81,2,2021,2,4.0,5,2021-02-01,23,F,1,Japan,1,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Friends,4.285714285714286,7,Friends,3.671232876712329,73,3,1,1,1
38,2,2023,8,5.0,3,2023-08-01,27,O,2,France,2,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Couples,3.7777777777777777,9,Couples,3.671232876712329,73,1,1,0,1
25,8,2021,9,4.0,3,2021-09-01,45,O,2,France,2,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Couples,3.7142857142857144,7,Couples,3.744186046511628,43,1,2,0,0
16,8,2024,11,5.0,5,2024-11-01,42,M,3,USA,3,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Friends,4.0,7,Business,3.744186046511628,43,3,2,2,0
24,1,2024,10,4.0,4,2024-10-01,74,F,3,USA,3,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Solo,3.8333333333333335,6,Family,3.8653846153846154,52,4,0,2,0
100,3,2021,1,4.0,5,2021-01-01,61,F,3,USA,3,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Friends,4.625,8,Friends,3.7169811320754715,53,3,2,2,2
8,5,2023,2,5.0,5,2023-02-01,54,F,1,Japan,1,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Friends,4.666666666666667,3,Solo,3.6724137931034484,58,3,1,1,0
58,4,2023,9,4.0,3,2023-09-01,47,O,1,Japan,1,Universal Studios,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Couples,4.111111111111111,9,Couples,3.7837837837837838,37,1,0,1,3
23,10,2024,12,3.0,5,2024-12-01,44,F,2,France,2,Kyoto Shrine,4,4,Historic Site,Osaka,1,Japan,1,East Asia,1,Asia,Friends,2.888888888888889,9,Friends,3.738095238095238,42,3,0,0,0
83,4,2022,1,4.0,3,2022-01-01,21,F,3,USA,3,Universal Studios,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Couples,3.5,4,Business,3.7837837837837838,37,1,0,2,3
41,4,2024,6,3.0,4,2024-06-01,24,M,1,Japan,1,Universal Studios,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Solo,3.6,5,Couples,3.7837837837837838,37,4,0,1,3
20,10,2023,8,4.0,2,2023-08-01,65,F,2,France,2,Kyoto Shrine,4,4,Historic Site,Osaka,1,Japan,1,East Asia,1,Asia,Family,4.125,8,Couples,3.738095238095238,42,2,0,0,0
90,5,2022,1,1.0,4,2022-01-01,66,O,3,USA,3,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Solo,3.5555555555555554,9,Couples,3.6724137931034484,58,4,1,2,0
34,1,2021,10,5.0,1,2021-10-01,25,O,1,Japan,1,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Business,4.111111111111111,9,Couples,3.8653846153846154,52,0,0,1,0
25,9,2022,3,5.0,2,2022-03-01,45,O,2,France,2,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Family,3.7142857142857144,7,Couples,3.6444444444444444,45,2,2,0,0
46,4,2023,12,4.0,3,2023-12-01,49,M,2,France,2,Universal Studios,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Couples,3.857142857142857,7,Couples,3.7837837837837838,37,1,0,0,3
97,1,2022,3,5.0,5,2022-03-01,60,F,1,Japan,1,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Friends,4.333333333333333,9,Family,3.8653846153846154,52,3,0,1,0
74,5,2022,4,2.0,4,2022-04-01,21,O,3,USA,3,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Solo,3.5714285714285716,7,Solo,3.6724137931034484,58,4,1,2,0
64,8,2021,1,2.0,5,2021-01-01,63,F,3,USA,3,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Friends,3.7142857142857144,7,Family,3.744186046511628,43,3,2,2,0
17,1,2022,11,4.0,1,2022-11-01,54,O,2,France,2,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Business,3.8,5,Business,3.8653846153846154,52,0,0,0,0
24,10,2021,3,4.0,2,2021-03-01,74,F,3,USA,3,Kyoto Shrine,4,4,Historic Site,Osaka,1,Japan,1,East Asia,1,Asia,Family,3.8333333333333335,6,Family,3.738095238095238,42,2,0,2,0
65,4,2024,9,3.0,2,2024-09-01,40,F,2,France,2,Universal Studios,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Family,3.6666666666666665,6,Solo,3.7837837837837838,37,2,0,0,3
81,9,2021,4,4.0,4,2021-04-01,23,F,1,Japan,1,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Solo,4.285714285714286,7,Friends,3.6444444444444444,45,4,2,1,0
70,6,2021,7,4.0,1,2021-07-01,60,M,3,USA,3,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Business,3.0,6,Family,3.8125,48,0,0,2,2
65,5,2024,9,3.0,4,2024-09-01,40,F,2,France,2,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Solo,3.6666666666666665,6,Solo,3.6724137931034484,58,4,1,0,0
30,2,2021,7,5.0,2,2021-07-01,34,F,3,USA,3,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Family,5.0,2,Family,3.671232876712329,73,2,1,2,1
56,8,2024,2,4.0,3,2024-02-01,74,M,1,Japan,1,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Couples,4.25,4,Business,3.744186046511628,43,1,2,1,0
19,1,2024,4,3.0,3,2024-04-01,28,O,2,France,2,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Couples,3.5,6,Couples,3.8653846153846154,52,1,0,0,0
19,9,2024,12,4.0,3,2024-12-01,28,O,2,France,2,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Couples,3.5,6,Couples,3.6444444444444444,45,1,2,0,0
21,8,2022,1,3.0,4,2022-01-01,63,M,1,Japan,1,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Solo,2.5,2,Family,3.744186046511628,43,4,2,1,0
81,2,2021,5,4.0,5,2021-05-01,23,F,1,Japan,1,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Friends,4.285714285714286,7,Friends,3.671232876712329,73,3,1,1,1
40,5,2021,10,4.0,1,2021-10-01,46,O,2,France,2,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Business,3.8333333333333335,6,Business,3.6724137931034484,58,0,1,0,0
81,2,2024,3,5.0,2,2024-03-01,23,F,1,Japan,1,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Family,4.285714285714286,7,Friends,3.671232876712329,73,2,1,1,1
34,8,2024,7,2.0,2,2024-07-01,25,O,1,Japan,1,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Family,4.111111111111111,9,Couples,3.744186046511628,43,2,2,1,0
13,2,2021,11,4.0,3,2021-11-01,26,F,2,France,2,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Couples,3.230769230769231,13,Solo,3.671232876712329,73,1,1,0,1
52,3,2022,5,3.0,4,2022-05-01,60,O,2,France,2,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Solo,3.7142857142857144,7,Solo,3.7169811320754715,53,4,2,0,2
16,9,2022,5,4.0,2,2022-05-01,42,M,3,USA,3,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Family,4.0,7,Business,3.6444444444444444,45,2,2,2,0
28,8,2023,5,5.0,2,2023-05-01,42,F,1,Japan,1,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Family,4.5,4,Business,3.744186046511628,43,2,2,1,0
33,1,2021,12,5.0,3,2021-12-01,36,O,1,Japan,1,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Couples,4.2,5,Friends,3.8653846153846154,52,1,0,1,0
90,9,2024,7,2.0,2,2024-07-01,66,O,3,USA,3,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Family,3.5555555555555554,9,Couples,3.6444444444444444,45,2,2,2,0
13,6,2023,11,1.0,1,2023-11-01,26,F,2,France,2,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Business,3.230769230769231,13,Solo,3.8125,48,0,0,0,2
63,3,2021,5,2.0,5,2021-05-01,33,F,2,France,2,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Friends,4.333333333333333,6,Couples,3.7169811320754715,53,3,2,0,2
50,1,2021,12,4.0,1,2021-12-01,74,F,1,Japan,1,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Business,3.2222222222222223,9,Friends,3.8653846153846154,52,0,0,1,0
65,5,2021,9,5.0,1,2021-09-01,40,F,2,France,2,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Business,3.6666666666666665,6,Solo,3.6724137931034484,58,0,1,0,0
40,8,2024,4,3.0,5,2024-04-01,46,O,2,France,2,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Friends,3.8333333333333335,6,Business,3.744186046511628,43,3,2,0,0
71,10,2023,6,3.0,5,2023-06-01,36,F,3,USA,3,Kyoto Shrine,4,4,Historic Site,Osaka,1,Japan,1,East Asia,1,Asia,Friends,2.1666666666666665,6,Family,3.738095238095238,42,3,0,2,0
3,1,2021,3,4.0,1,2021-03-01,67,M,2,France,2,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Business,3.7777777777777777,9,Business,3.8653846153846154,52,0,0,0,0
31,6,2023,3,5.0,4,2023-03-01,23,M,2,France,2,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Solo,5.0,2,Business,3.8125,48,4,0,0,2
23,9,2024,11,1.0,4,2024-11-01,44,F,2,France,2,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Solo,2.888888888888889,9,Friends,3.6444444444444444,45,4,2,0,0
35,4,2024,7,1.0,1,2024-07-01,51,F,2,France,2,Universal Studios,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Business,3.6,5,Business,3.7837837837837838,37,0,0,0,3
58,8,2022,11,5.0,3,2022-11-01,47,O,1,Japan,1,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Couples,4.111111111111111,9,Couples,3.744186046511628,43,1,2,1,0
35,6,2022,11,5.0,5,2022-11-01,51,F,2,France,2,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Friends,3.6,5,Business,3.8125,48,3,0,0,2
20,2,2021,2,4.0,3,2021-02-01,65,F,2,France,2,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Couples,4.125,8,Couples,3.671232876712329,73,1,1,0,1
21,3,2021,10,2.0,2,2021-10-01,63,M,1,Japan,1,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Family,2.5,2,Family,3.7169811320754715,53,2,2,1,2
81,10,2024,5,5.0,5,2024-05-01,23,F,1,Japan,1,Kyoto Shrine,4,4,Historic Site,Osaka,1,Japan,1,East Asia,1,Asia,Friends,4.285714285714286,7,Friends,3.738095238095238,42,3,0,1,0
57,4,2021,6,3.0,2,2021-06-01,30,O,3,USA,3,Universal Studios,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Family,3.5,4,Business,3.7837837837837838,37,2,0,2,3
84,2,2023,2,4.0,2,2023-02-01,64,F,2,France,2,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Family,3.4,5,Couples,3.671232876712329,73,2,1,0,1
24,3,2021,11,3.0,1,2021-11-01,74,F,3,USA,3,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Business,3.8333333333333335,6,Family,3.7169811320754715,53,0,2,2,2
27,7,2023,3,5.0,1,2023-03-01,72,F,2,France,2,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Business,4.5,6,Couples,3.7551020408163267,49,0,0,0,3
80,3,2023,12,5.0,4,2023-12-01,59,O,2,France,2,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Solo,3.5,4,Solo,3.7169811320754715,53,4,2,0,2
58,3,2024,8,4.0,2,2024-08-01,47,O,1,Japan,1,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Family,4.111111111111111,9,Couples,3.7169811320754715,53,2,2,1,2
69,9,2022,9,4.0,5,2022-09-01,34,O,3,USA,3,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Friends,4.0,3,Family,3.6444444444444444,45,3,2,2,0
99,8,2021,4,4.0,2,2021-04-01,30,F,2,France,2,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Family,3.5,6,Couples,3.744186046511628,43,2,2,0,0
97,7,2024,10,3.0,3,2024-10-01,60,F,1,Japan,1,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Couples,4.333333333333333,9,Family,3.7551020408163267,49,1,0,1,3
62,4,2022,2,4.0,5,2022-02-01,32,O,1,Japan,1,Universal Studios,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Friends,3.6,5,Business,3.7837837837837838,37,3,0,1,3
2,7,2023,5,2.0,4,2023-05-01,40,F,3,USA,3,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Solo,3.2,5,Business,3.7551020408163267,49,4,0,2,3
17,7,2023,2,3.0,1,2023-02-01,54,O,2,France,2,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Business,3.8,5,Business,3.7551020408163267,49,0,0,0,3
41,9,2024,9,4.0,3,2024-09-01,24,M,1,Japan,1,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Couples,3.6,5,Couples,3.6444444444444444,45,1,2,1,0
33,2,2024,9,4.0,5,2024-09-01,36,O,1,Japan,1,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Friends,4.2,5,Friends,3.671232876712329,73,3,1,1,1
97,2,2021,11,4.0,2,2021-11-01,60,F,1,Japan,1,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Family,4.333333333333333,9,Family,3.671232876712329,73,2,1,1,1
85,9,2024,6,3.0,5,2024-06-01,28,O,1,Japan,1,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Friends,2.6666666666666665,6,Family,3.6444444444444444,45,3,2,1,0
83,7,2024,2,2.0,1,2024-02-01,21,F,3,USA,3,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Business,3.5,4,Business,3.7551020408163267,49,0,0,2,3
89,8,2023,2,5.0,3,2023-02-01,67,F,3,USA,3,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Couples,3.3636363636363638,11,Business,3.744186046511628,43,1,2,2,0
90,7,2022,12,5.0,3,2022-12-01,66,O,3,USA,3,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Couples,3.5555555555555554,9,Couples,3.7551020408163267,49,1,0,2,3
16,2,2021,4,3.0,5,2021-04-01,42,M,3,USA,3,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Friends,4.0,7,Business,3.671232876712329,73,3,1,2,1
62,2,2024,11,4.0,4,2024-11-01,32,O,1,Japan,1,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Solo,3.6,5,Business,3.671232876712329,73,4,1,1,1
13,3,2024,10,3.0,4,2024-10-01,26,F,2,France,2,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Solo,3.230769230769231,13,Solo,3.7169811320754715,53,4,2,0,2
3,5,2024,7,3.0,5,2024-07-01,67,M,2,France,2,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Friends,3.7777777777777777,9,Business,3.6724137931034484,58,3,1,0,0
45,10,2023,4,3.0,4,2023-04-01,51,O,3,USA,3,Kyoto Shrine,4,4,Historic Site,Osaka,1,Japan,1,East Asia,1,Asia,Solo,4.0,4,Couples,3.738095238095238,42,4,0,2,0
41,8,2023,6,3.0,3,2023-06-01,24,M,1,Japan,1,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Couples,3.6,5,Couples,3.744186046511628,43,1,2,1,0
10,2,2024,10,3.0,4,2024-10-01,34,F,2,France,2,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Solo,3.5,2,Business,3.671232876712329,73,4,1,0,1
71,6,2022,3,2.0,2,2022-03-01,36,F,3,USA,3,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Family,2.1666666666666665,6,Family,3.8125,48,2,0,2,2
43,4,2023,7,4.0,2,2023-07-01,71,F,2,France,2,Universal Studios,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Family,4.0,4,Family,3.7837837837837838,37,2,0,0,3
66,2,2024,8,4.0,3,2024-08-01,27,O,3,USA,3,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Couples,3.3333333333333335,3,Couples,3.671232876712329,73,1,1,2,1
93,1,2021,10,3.0,3,2021-10-01,61,M,3,USA,3,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Couples,3.8333333333333335,6,Business,3.8653846153846154,52,1,0,2,0
85,2,2022,5,4.0,3,2022-05-01,28,O,1,Japan,1,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Couples,2.6666666666666665,6,Family,3.671232876712329,73,1,1,1,1
68,9,2024,10,4.0,1,2024-10-01,51,O,1,Japan,1,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Business,3.6,5,Couples,3.6444444444444444,45,0,2,1,0
50,7,2022,11,2.0,3,2022-11-01,74,F,1,Japan,1,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Couples,3.2222222222222223,9,Friends,3.7551020408163267,49,1,0,1,3
53,10,2021,8,5.0,5,2021-08-01,41,O,3,USA,3,Kyoto Shrine,4,4,Historic Site,Osaka,1,Japan,1,East Asia,1,Asia,Friends,4.333333333333333,3,Friends,3.738095238095238,42,3,0,2,0
44,4,2024,4,4.0,1,2024-04-01,38,O,3,USA,3,Universal Studios,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Business,3.6666666666666665,6,Business,3.7837837837837838,37,0,0,2,3
49,6,2023,12,4.0,2,2023-12-01,53,M,1,Japan,1,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Family,4.25,4,Family,3.8125,48,2,0,1,2
7,6,2024,7,4.0,5,2024-07-01,39,M,3,USA,3,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Friends,4.125,8,Family,3.8125,48,3,0,2,2
89,9,2024,5,2.0,4,2024-05-01,67,F,3,USA,3,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Solo,3.3636363636363638,11,Business,3.6444444444444444,45,4,2,2,0
74,9,2024,3,4.0,3,2024-03-01,21,O,3,USA,3,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Couples,3.5714285714285716,7,Solo,3.6444444444444444,45,1,2,2,0
34,1,2024,10,5.0,3,2024-10-01,25,O,1,Japan,1,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Couples,4.111111111111111,9,Couples,3.8653846153846154,52,1,0,1,0
47,9,2021,11,3.0,4,2021-11-01,65,F,1,Japan,1,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Solo,3.25,4,Solo,3.6444444444444444,45,4,2,1,0
7,5,2021,8,4.0,4,2021-08-01,39,M,3,USA,3,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Solo,4.125,8,Family,3.6724137931034484,58,4,1,2,0
20,6,2021,7,5.0,1,2021-07-01,65,F,2,France,2,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Business,4.125,8,Couples,3.8125,48,0,0,0,2
51,10,2021,8,4.0,1,2021-08-01,51,O,1,Japan,1,Kyoto Shrine,4,4,Historic Site,Osaka,1,Japan,1,East Asia,1,Asia,Business,4.0,2,Business,3.738095238095238,42,0,0,1,0
50,6,2024,10,3.0,2,2024-10-01,74,F,1,Japan,1,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Family,3.2222222222222223,9,Friends,3.8125,48,2,0,1,2
79,8,2024,10,5.0,4,2024-10-01,33,O,2,France,2,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Solo,3.0,7,Business,3.744186046511628,43,4,2,0,0
7,2,2022,2,5.0,5,2022-02-01,39,M,3,USA,3,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Friends,4.125,8,Family,3.671232876712329,73,3,1,2,1
89,1,2024,10,5.0,3,2024-10-01,67,F,3,USA,3,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Couples,3.3636363636363638,11,Business,3.8653846153846154,52,1,0,2,0
75,1,2023,6,4.0,2,2023-06-01,64,F,1,Japan,1,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Family,4.0,2,Family,3.8653846153846154,52,2,0,1,0
66,1,2023,10,4.0,2,2023-10-01,27,O,3,USA,3,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Family,3.3333333333333335,3,Couples,3.8653846153846154,52,2,0,2,0
100,3,2022,1,4.0,2,2022-01-01,61,F,3,USA,3,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Family,4.625,8,Friends,3.7169811320754715,53,2,2,2,2
100,10,2021,10,5.0,4,2021-10-01,61,F,3,USA,3,Kyoto Shrine,4,4,Historic Site,Osaka,1,Japan,1,East Asia,1,Asia,Solo,4.625,8,Friends,3.738095238095238,42,4,0,2,0
3,3,2021,9,4.0,2,2021-09-01,67,M,2,France,2,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Family,3.7777777777777777,9,Business,3.7169811320754715,53,2,2,0,2
48,9,2022,12,3.0,1,2022-12-01,32,F,2,France,2,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Business,4.0,4,Business,3.6444444444444444,45,0,2,0,0
84,5,2021,8,5.0,3,2021-08-01,64,F,2,France,2,Eiffel Tower,4,2,Historic Site,Paris,2,France,2,Western Europe,2,Europe,Couples,3.4,5,Couples,3.6724137931034484,58,1,1,0,0
22,3,2022,1,4.0,3,2022-01-01,42,O,2,France,2,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Couples,4.0,5,Couples,3.7169811320754715,53,1,2,0,2
87,10,2023,11,3.0,4,2023-11-01,29,M,3,USA,3,Kyoto Shrine,4,4,Historic Site,Osaka,1,Japan,1,East Asia,1,Asia,Solo,3.8,5,Family,3.738095238095238,42,4,0,2,0
9,2,2021,10,4.0,4,2021-10-01,23,O,1,Japan,1,Louvre,1,2,Museum,Paris,2,France,2,Western Europe,2,Europe,Solo,3.3333333333333335,3,Solo,3.671232876712329,73,4,1,1,1
3,3,2024,4,4.0,1,2024-04-01,67,M,2,France,2,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Business,3.7777777777777777,9,Business,3.7169811320754715,53,0,2,0,2
98,4,2021,3,5.0,4,2021-03-01,35,M,1,Japan,1,Universal Studios,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Solo,4.5,4,Solo,3.7837837837837838,37,4,0,1,3
90,3,2022,2,5.0,4,2022-02-01,66,O,3,USA,3,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Solo,3.5555555555555554,9,Couples,3.7169811320754715,53,4,2,2,2
56,3,2024,9,4.0,1,2024-09-01,74,M,1,Japan,1,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Business,4.25,4,Business,3.7169811320754715,53,0,2,1,2
92,7,2024,7,4.0,1,2024-07-01,52,F,1,Japan,1,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Business,3.8,5,Business,3.7551020408163267,49,0,0,1,3
20,10,2022,4,4.0,3,2022-04-01,65,F,2,France,2,Kyoto Shrine,4,4,Historic Site,Osaka,1,Japan,1,East Asia,1,Asia,Couples,4.125,8,Couples,3.738095238095238,42,1,0,0,0
23,3,2021,11,1.0,1,2021-11-01,44,F,2,France,2,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Business,2.888888888888889,9,Friends,3.7169811320754715,53,0,2,0,2
93,1,2023,2,4.0,4,2023-02-01,61,M,3,USA,3,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Solo,3.8333333333333335,6,Business,3.8653846153846154,52,4,0,2,0
99,1,2022,7,4.0,3,2022-07-01,30,F,2,France,2,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Couples,3.5,6,Couples,3.8653846153846154,52,1,0,0,0
99,9,2021,2,5.0,5,2021-02-01,30,F,2,France,2,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Friends,3.5,6,Couples,3.6444444444444444,45,3,2,0,0
94,9,2022,9,1.0,4,2022-09-01,26,M,2,France,2,Statue of Liberty,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Solo,3.0,5,Family,3.6444444444444444,45,4,2,0,0
25,3,2024,1,2.0,4,2024-01-01,45,O,2,France,2,Central Park,2,3,Park,New York,3,USA,3,North America Coast,3,North America,Solo,3.7142857142857144,7,Couples,3.7169811320754715,53,4,2,0,2
27,6,2021,9,3.0,4,2021-09-01,72,F,2,France,2,Mount Fuji,2,1,Park,Tokyo,1,Japan,1,East Asia,1,Asia,Solo,4.5,6,Couples,3.8125,48,4,0,0,2
65,8,2021,7,2.0,5,2021-07-01,40,F,2,France,2,Times Square,4,3,Historic Site,New York,3,USA,3,North America Coast,3,North America,Friends,3.6666666666666665,6,Solo,3.744186046511628,43,3,2,0,0
72,7,2024,1,4.0,5,2024-01-01,47,F,1,Japan,1,DisneySea,5,4,Theme Park,Osaka,1,Japan,1,East Asia,1,Asia,Friends,4.142857142857143,7,Business,3.7551020408163267,49,3,0,1,3
90,1,2021,12,2.0,4,2021-12-01,66,O,3,USA,3,Tokyo Tower,4,1,Historic Site,Tokyo,1,Japan,1,East Asia,1,Asia,Solo,3.5555555555555554,9,Couples,3.8653846153846154,52,4,0,2,0
